address,desa,kecamatan,keyword,latitude,longitude,nama,url
"Jl. H.O.S. Cokroaminoto No.3, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,apotek,-3.4550449,119.7153578,Apotek AnNafii,"https://www.google.com/maps/place/Apotek+AnNafii/@-3.4550449,119.7153578,12z/data=!4m11!1m3!2m2!1sapotek+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e2!3m6!1s0x2d9441001aea1a5d:0xba290fc49012936d!8m2!3d-3.5666993!4d119.7733348!15sCjBhcG90ZWsgZGkga2VjYW1hdGFuIEFuZ2dlcmFqYSBLYWJ1cGF0ZW4gRW5yZWthbmeSAQhwaGFybWFjeaoBZRABKgoiBmFwb3RlaygmMh8QASIbDPx3gGVeBQU9qmIJ21-UwLJg6ZEOkwr2O_4GMjQQAiIwYXBvdGVrIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11lp7l7jwb?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQJG+HCM, Jl. Jenderal Sudirman, Galonta, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Galonta,Enrekang,apotek,-3.4550449,119.7153578,Apotek wasilah farma,"https://www.google.com/maps/place/Apotek+wasilah+farma/@-3.4550449,119.7153578,12z/data=!4m11!1m3!2m2!1sapotek+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e2!3m6!1s0x2d9441004ac320df:0x4d1ad2e5cc6464f!8m2!3d-3.5685317!4d119.776047!15sCjBhcG90ZWsgZGkga2VjYW1hdGFuIEFuZ2dlcmFqYSBLYWJ1cGF0ZW4gRW5yZWthbmeSAQhwaGFybWFjeaoBZRABKgoiBmFwb3RlaygmMh8QASIbDPx3gGVeBQU9qmIJ21-UwLJg6ZEOkwr2O_4GMjQQAiIwYXBvdGVrIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11w5b37r7l?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"MR2C+C8W, Jl. Poros Enrekang-Makale, Kalosi, Kec. Alla, Kabupaten Enrekang, Sulawesi Selatan 91754",Kalosi,Alla,apotek,-3.4550449,119.7153578,Apotek Aira Farma Health & Beauty,"https://www.google.com/maps/place/Apotek+Aira+Farma+Health+%26+Beauty/@-3.4550449,119.7153578,12z/data=!4m11!1m3!2m2!1sapotek+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e2!3m6!1s0x2d940ce4f7f0d8f1:0x9371c737a59a50fc!8m2!3d-3.3488876!4d119.820818!15sCjBhcG90ZWsgZGkga2VjYW1hdGFuIEFuZ2dlcmFqYSBLYWJ1cGF0ZW4gRW5yZWthbmeSAQhwaGFybWFjeaoBZRABKgoiBmFwb3RlaygmMh8QASIbDPx3gGVeBQU9qmIJ21-UwLJg6ZEOkwr2O_4GMjQQAiIwYXBvdGVrIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11hz8yvd7q?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Jl. Jenderal Sudirman, Galonta, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Galonta,Enrekang,apotek,-3.4550449,119.7153578,Apotek Pratama Baznas,"https://www.google.com/maps/place/Apotek+Pratama+Baznas/@-3.4550449,119.7153578,12z/data=!4m11!1m3!2m2!1sapotek+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e2!3m6!1s0x2d94410016c76933:0xb7786858f392cfb!8m2!3d-3.5674933!4d119.7751597!15sCjBhcG90ZWsgZGkga2VjYW1hdGFuIEFuZ2dlcmFqYSBLYWJ1cGF0ZW4gRW5yZWthbmdaMiIwYXBvdGVrIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5nkgEJZHJ1Z3N0b3JlqgFlEAEqCiIGYXBvdGVrKCYyHxABIhsM_HeAZV4FBT2qYgnbX5TAsmDpkQ6TCvY7_gYyNBACIjBhcG90ZWsgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11whmtmvlz?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JRV8+675, Jl. Poros Enrekang-Makale, Kalosi, Kec. Alla, Kabupaten Enrekang, Sulawesi Selatan 91754",Kalosi,Alla,apotek,-3.4550449,119.7153578,Toko Obat Salinah,"https://www.google.com/maps/place/Toko+Obat+Salinah/@-3.4550449,119.7153578,12z/data=!4m11!1m3!2m2!1sapotek+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e2!3m6!1s0x2d940d1e5a121de9:0xc6d2636bfcea9cae!8m2!3d-3.3569856!4d119.8157464!15sCjBhcG90ZWsgZGkga2VjYW1hdGFuIEFuZ2dlcmFqYSBLYWJ1cGF0ZW4gRW5yZWthbmeSAQhwaGFybWFjeaoBZRABKgoiBmFwb3RlaygmMh8QASIbDPx3gGVeBQU9qmIJ21-UwLJg6ZEOkwr2O_4GMjQQAiIwYXBvdGVrIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11kmp1yw7z?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Jl. Jenderal Ahmad Yani No.273, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,bank,-3.454695,119.7153577,"Bank BRI, Cabang Anggeraja","https://www.google.com/maps/place/Bank+BRI,+Cabang+Anggeraja/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412c867964153:0x6dff6e38e73692d5!8m2!3d-3.4105082!4d119.7991506!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11c52_cn1j?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQ8V+7G5, Jl. Poros Enrekang-Makale, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,bank,-3.454695,119.7153577,Keday Adira Finance,"https://www.google.com/maps/place/Keday+Adira+Finance/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9414cc0845f805:0x299c032e657f83b2!8m2!3d-3.4843646!4d119.7938547!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11whlrc60k?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQMC+GQ7, Buntu Sugi, Kec. Alla, Kabupaten Enrekang, Sulawesi Selatan 91754",Buntu Sugi,Alla,bank,-3.454695,119.7153577,Bank Syariah Indonesia KCP Enrekang,"https://www.google.com/maps/place/Bank+Syariah+Indonesia+KCP+Enrekang/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d940b7d3c3e104d:0xbbb4fd526dc9c183!8m2!3d-3.5662033!4d119.7719347!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11g9qb9yxp?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Jl. Imam Bonjol No.10, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91754",Juppandang,Enrekang,bank,-3.454695,119.7153577,Bank BRI UNIT Enrekang,"https://www.google.com/maps/place/Bank+BRI+UNIT+Enrekang/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94406464b00995:0x461bac6909a16905!8m2!3d-3.564278!4d119.774038!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11c4b2_6kq?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQP6+QGR, Desa Singki, Anggeraja, Karueng, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Karueng,Enrekang,bank,-3.454695,119.7153577,Koprasi Ternak Harapan,"https://www.google.com/maps/place/Koprasi+Ternak+Harapan/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94405c8af08ae1:0x96e57b6870afb539!8m2!3d-3.563022!4d119.761276!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11bc7s9c_b?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQPF+MHQ, Jl. Sultan Hasanuddin, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,bank,-3.454695,119.7153577,Bank SULSELBAR Cabang Enrekang,"https://www.google.com/maps/place/Bank+SULSELBAR+Cabang+Enrekang/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9441006ba3294b:0x9b95b15da9d0d917!8m2!3d-3.5632836!4d119.7739721!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11vqj9c51z?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQQX+QMR, Jl. Jenderal Ahmad Yani No.273, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,bank,-3.454695,119.7153577,Bank BRI CRM - BRI UNIT CAKKE,"https://www.google.com/maps/place/Bank+BRI+CRM+-+BRI+UNIT+CAKKE/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413bebf8bba7b:0x9655c803d0c08de1!8m2!3d-3.41059!4d119.7992!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEDYXRtqgFgEAEqCCIEYmFuaygmMh4QASIaayxC8jyGcwZML0blj_ph03AQjcs7LJ5IE9MyMhACIi5iYW5rIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11rtn_qztr?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Jl. Abubakar Lambogo No.2a, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,bank,-3.454695,119.7153577,BNI KCP Enrekang,"https://www.google.com/maps/place/BNI+KCP+Enrekang/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94411fb51cbf7b:0xf0ff7adedb8ce2fc!8m2!3d-3.5637963!4d119.7725113!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEYYnVzaW5lc3NfYmFua2luZ19zZXJ2aWNlqgFqCggvbS8wMTdxbBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11v0mtkds2?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Jl. Kemakmuran No.27, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,bank,-3.454695,119.7153577,BTPN KCP Enrekang,"https://www.google.com/maps/place/BTPN+KCP+Enrekang/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9440640ff2a1fd:0x9dcbc12cdc58bbf6!8m2!3d-3.5646306!4d119.7718826!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEEYmFua6oBYBABKggiBGJhbmsoJjIeEAEiGmssQvI8hnMGTC9G5Y_6YdNwEI3LOyyeSBPTMjIQAiIuYmFuayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F1pp2tlcml?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRR2+F8, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,bank,-3.454695,119.7153577,Bank BRI ATM - UNIT BRI CAKKE ENREKANG,"https://www.google.com/maps/place/Bank+BRI+ATM+-+UNIT+BRI+CAKKE+ENREKANG/@-3.454695,119.7153577,12z/data=!4m10!1m2!2m1!1sbank+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413a3e3ff5cc5:0x1036d822eaceaed3!8m2!3d-3.4088326!4d119.8008029!15sCi5iYW5rIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEDYXRtqgFgEAEqCCIEYmFuaygmMh4QASIaayxC8jyGcwZML0blj_ph03AQjcs7LJ5IE9MyMhACIi5iYW5rIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11sqkjgbf2?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQJW+68Q, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tanete,Anggeraja,toko,-3.4543452,119.7153575,Toko Nema,"https://www.google.com/maps/place/Toko+Nema/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9412d1bdd091bb:0x6ae10424f14f84fd!8m2!3d-3.4194021!4d119.7958693!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEFc3RvcmWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11btt6rnhr?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,toko,-3.4543452,119.7153575,"TOKO SAUDARA, KOTU","https://www.google.com/maps/place/TOKO+SAUDARA,+KOTU/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9414cd345e7723:0xeb47c4f14ba4a34!8m2!3d-3.4875604!4d119.7891668!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQ9zaG9wcGluZ19jZW50ZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTm9jblZsT1hOblJSQUKqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA-gEECAAQDg!16s%2Fg%2F11c67mnvk5?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JRP5+P8J, Mampu, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan",Mampu,Anggeraja,toko,-3.4543452,119.7153575,Toko Mega,"https://www.google.com/maps/place/Toko+Mega/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d940d6463e57b47:0x5113e8b24a71ad9!8m2!3d-3.3631616!4d119.8082655!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEFc3RvcmWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11l2rfgtxm?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Bubun Lamba, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bubun Lamba,Anggeraja,toko,-3.4543452,119.7153575,Toko Anugrah Mesin,"https://www.google.com/maps/place/Toko+Anugrah+Mesin/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d940d570313df1b:0xbef6c00618cb667e!8m2!3d-3.3884198!4d119.7978576!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQlmYXJtX3Nob3CqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11c6z0cdpw?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRR2+GHH, Jl. Poros Enrekang-Makale, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tanete,Anggeraja,toko,-3.4543452,119.7153575,Toko Damar Jaya,"https://www.google.com/maps/place/Toko+Damar+Jaya/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d941383fcf34fb7:0x549f7498c4cc7d82!8m2!3d-3.4086963!4d119.8014888!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEQaG9tZV9nb29kc19zdG9yZaoBYRABKggiBHRva28oJjIfEAEiG6X9Xqw2nIFkWCQNWIJ0jJeEmwq4L2LisLXHVjIyEAIiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11h4fjvf_x?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRQ2+GGP, Jl. Poros Enrekang-Makale, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tanete,Anggeraja,toko,-3.4543452,119.7153575,Toko Anjepa,"https://www.google.com/maps/place/Toko+Anjepa/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9412c63221d105:0x74de899612475e01!8m2!3d-3.4111641!4d119.8013186!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgENZ3JvY2VyeV9zdG9yZaoBYRABKggiBHRva28oJjIfEAEiG6X9Xqw2nIFkWCQNWIJ0jJeEmwq4L2LisLXHVjIyEAIiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11bz_1r8m7?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"CQMC+CP7, Juppandang, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711",Juppandang,Enrekang,toko,-3.4543452,119.7153575,Toko Agung Jaya,"https://www.google.com/maps/place/Toko+Agung+Jaya/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d944063d953a9f5:0xa56ae9a3018525f2!8m2!3d-3.5664596!4d119.7717912!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQ93YXJlaG91c2Vfc3RvcmWqAWEQASoIIgR0b2tvKCYyHxABIhul_V6sNpyBZFgkDViCdIyXhJsKuC9i4rC1x1YyMhACIi50b2tvIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11g65btlcf?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JRG3+CPM, Mampu, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mampu,Anggeraja,toko,-3.4543452,119.7153575,Kios Ananda,"https://www.google.com/maps/place/Kios+Ananda/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d940d4ee0bba621:0xa317ada03a1218b8!8m2!3d-3.3739096!4d119.8042851!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQtwYXN0cnlfc2hvcKoBYRABKggiBHRva28oJjIfEAEiG6X9Xqw2nIFkWCQNWIJ0jJeEmwq4L2LisLXHVjIyEAIiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11hdjh2sbk?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,toko,-3.4543452,119.7153575,Toko Afdal,"https://www.google.com/maps/place/Toko+Afdal/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d94134ff8036fbb:0x7771c548b249eaae!8m2!3d-3.405342!4d119.7997138!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQpjYXJfcmVwYWlyqgFhEAEqCCIEdG9rbygmMh8QASIbpf1erDacgWRYJA1YgnSMl4SbCrgvYuKwtcdWMjIQAiIudG9rbyBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11h4zk8whp?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQ8Q+2J2, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,toko,-3.4543452,119.7153575,Toko Tani Bambapuang,"https://www.google.com/maps/place/Toko+Tani+Bambapuang/@-3.4543452,119.7153575,12z/data=!4m11!1m3!2m2!1stoko+di+kecamatan+Anggeraja+Kabupaten+Enrekang!6e6!3m6!1s0x2d9414ccad56b30d:0x8f6390f57305f99e!8m2!3d-3.4849835!4d119.789026!15sCi50b2tvIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nWjAiLnRva28gZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmeSAQ1nYXJkZW5fY2VudGVyqgFhEAEqCCIEdG9rbygmMh8QASIbpf1erDacgWRYJA1YgnSMl4SbCrgvYuKwtcdWMjIQAiIudG9rbyBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11cm15066n?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
