address,desa,kecamatan,keyword,latitude,longitude,nama,url
"FR26+H74, Ranga, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan",Ranga,Enrekang,taman kanak-kanak,-3.3939368,119.6942542,KB Erlangga dibangun oleh Gugah Nurani Indonesia,"https://www.google.com/maps/place/KB+Erlangga+dibangun+oleh+Gugah+Nurani+Indonesia/@-3.3939368,119.6942542,12z/data=!4m10!1m2!2m1!1staman+kanak-kanak+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d943f8054ec58b7:0x70425825db45f5ca!8m2!3d-3.5486025!4d119.8106919!15sCjt0YW1hbiBrYW5hay1rYW5hayBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBDGtpbmRlcmdhcnRlbqoBexABKhUiEXRhbWFuIGthbmFrIGthbmFrKCYyHxABIhtrLEPzJWy6G1iaj7EyhCfF19AeghKvcsfA4v4yPxACIjt0YW1hbiBrYW5hayBrYW5hayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11t53t4c7g?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"FPPH+F6, Tungka, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan",Tungka,Enrekang,taman kanak-kanak,-3.3939368,119.6942542,TK PGRI GALUNG,"https://www.google.com/maps/place/TK+PGRI+GALUNG/@-3.3939368,119.6942542,12z/data=!4m10!1m2!2m1!1staman+kanak-kanak+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946b66b3c0123b:0xe609796801062f19!8m2!3d-3.514611!4d119.727872!15sCjt0YW1hbiBrYW5hay1rYW5hayBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBDGtpbmRlcmdhcnRlbqoBexABKhUiEXRhbWFuIGthbmFrIGthbmFrKCYyHxABIhtrLEPzJWy6G1iaj7EyhCfF19AeghKvcsfA4v4yPxACIjt0YW1hbiBrYW5hayBrYW5hayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11vj8w6wrh?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JRGW+7VH, Tallung Tondok, Kec. Malua, Kabupaten Enrekang, Sulawesi Selatan",Tallung Tondok,Malua,taman kanak-kanak,-3.3939368,119.6942542,TK ABA TALLUNG TONDOK,"https://www.google.com/maps/place/TK+ABA+TALLUNG+TONDOK/@-3.3939368,119.6942542,12z/data=!4m10!1m2!2m1!1staman+kanak-kanak+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d940da6bd14c1e9:0xb282d471f439c79f!8m2!3d-3.3743233!4d119.8472713!15sCjt0YW1hbiBrYW5hay1rYW5hayBkaSBrZWNhbWF0YW4gQW5nZ2VyYWphIEthYnVwYXRlbiBFbnJla2FuZ5IBDGtpbmRlcmdhcnRlbqoBexABKhUiEXRhbWFuIGthbmFrIGthbmFrKCYyHxABIhtrLEPzJWy6G1iaj7EyhCfF19AeghKvcsfA4v4yPxACIjt0YW1hbiBrYW5hayBrYW5hayBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11l6zhr_2s?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
,Unknown,Unknown,raudhatul athfal,-3.3935871,119.6942541,Kec. Anggeraja,"https://www.google.com/maps/place/Kec.+Anggeraja,+Kabupaten+Enrekang,+Sulawesi+Selatan/@-3.3935871,119.6942541,12z/data=!4m10!1m2!2m1!1sraudhatul+athfal+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412e1e59ffe05:0x4030bfbcaf77770!8m2!3d-3.4096545!4d119.8009596!15sCjpyYXVkaGF0dWwgYXRoZmFsIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEOaWRfc3ViZGlzdHJpY3SqAXkQASoUIhByYXVkaGF0dWwgYXRoZmFsKCYyHxABIhul_JygmM0BO4aXKGQdqjjvAMFPX4DeT9IPS4MyPhACIjpyYXVkaGF0dWwgYXRoZmFsIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F121vr4dx?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"MRW5+H27, Dusun Sitarru, Baroko, Kec. Baroko, Kabupaten Enrekang, Sulawesi Selatan 91754",Baroko,Baroko,raudhatul athfal,-3.4285579,119.6249341,Taman Pendidikan Al-Qur'an (TPA) Raudhatul Jannah,"https://www.google.com/maps/place/Taman+Pendidikan+Al-Qur'an+(TPA)+Raudhatul+Jannah/@-3.4285579,119.6249341,12z/data=!4m10!1m2!2m1!1sraudhatul+athfal+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d940b46e30ae253:0x414e6b3c6e217345!8m2!3d-3.3040988!4d119.807497!15sCjpyYXVkaGF0dWwgYXRoZmFsIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEMa2luZGVyZ2FydGVuqgF5EAEqFCIQcmF1ZGhhdHVsIGF0aGZhbCgmMh8QASIbpfycoJjNATuGlyhkHao47wDBT1-A3k_SD0uDMj4QAiI6cmF1ZGhhdHVsIGF0aGZhbCBkaSBrZWNhbWF0YW4gYW5nZ2VyYWphIGthYnVwYXRlbiBlbnJla2FuZ-ABAA!16s%2Fg%2F11v081_2y0?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQ6Q+XVC, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD NEGERI 15 KOTU,"https://www.google.com/maps/place/SD+NEGERI+15+KOTU/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9414cd39d7b51b:0x6a2215d869f141e0!8m2!3d-3.4875516!4d119.789648!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11c44pgtk7?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Jl. Poros Enrekang-Makale No.17, Mataran, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mataran,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SDIT WAHDA SOSSOK KEC. ANGGERAJA,"https://www.google.com/maps/place/SDIT+WAHDA+SOSSOK+KEC.+ANGGERAJA/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413a396801235:0x2608a3c77d59b721!8m2!3d-3.3919575!4d119.796694!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEGc2Nob29sqgF-CggvbS8wNnpkahABKhEiDXNla29sYWggZGFzYXIoJjIgEAEiHGsr8fAjG8_4_lIcYRvMdCWyAWmVq-uI-H7ROFIyOxACIjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11hzkm1k8x?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQ4P+M84, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri 118 Kotu,"https://www.google.com/maps/place/SD+Negeri+118+Kotu/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946b2c7f05caff:0x574c3c7175d7af52!8m2!3d-3.4933594!4d119.7858189!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11bzwrht9w?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"Tuara, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91752",Tuara,Enrekang,sekolah dasar,-3.4282081,119.6249339,SDN 109 Tuara,"https://www.google.com/maps/place/SDN+109+Tuara/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946ac88e32af6f:0x3020bedd5fe0b74f!8m2!3d-3.5131727!4d119.7782738!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11bzt4018w?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQVX+W73, Jln. buntu barrang, kampung baru, Lakawan, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Lakawan,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SDN 142 KAMPUNG BARU ANGGERAJA,"https://www.google.com/maps/place/SDN+142+KAMPUNG+BARU+ANGGERAJA/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413844bc95f11:0xe0e5af01ae91447f!8m2!3d-3.4052363!4d119.7981578!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11kx_39q42?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JRQ5+W55, Mampu, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91754",Mampu,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri 57 Sangeran,"https://www.google.com/maps/place/SD+Negeri+57+Sangeran/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d940d23dc8b7831:0x2ad4ad6bef156407!8m2!3d-3.360241!4d119.8079898!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEOcHJpbWFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11c61l0hnp?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRM7+939, Saruran, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Saruran,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri Tontonan,"https://www.google.com/maps/place/SD+Negeri+Tontonan/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412e81acff9e7:0x9108af4fc266b151!8m2!3d-3.4165965!4d119.8127263!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11dym3nh4z?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQRQ+VPP, Mandatte, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mandatte,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SDN 110 Lura,"https://www.google.com/maps/place/SDN+110+Lura/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d941353582de107:0x83f1d96b902bfe9!8m2!3d-3.457793!4d119.7893391!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEGc2Nob29sqgF-CggvbS8wNnpkahABKhEiDXNla29sYWggZGFzYXIoJjIgEAEiHGsr8fAjG8_4_lIcYRvMdCWyAWmVq-uI-H7ROFIyOxACIjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBhbmdnZXJhamEga2FidXBhdGVuIGVucmVrYW5n4AEA!16s%2Fg%2F11bzy986kn?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JQ4X+WCM, Mataran, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mataran,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri 33 Sossok,"https://www.google.com/maps/place/SD+Negeri+33+Sossok/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412a84f4e9e1b:0x3c35211db9dab285!8m2!3d-3.3926544!4d119.7985613!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11cssxd13y?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"JRF2+GP8, Jl. Poros Enrekang-Makale, Mampu, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Mampu,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri 129 Bunu,"https://www.google.com/maps/place/SD+Negeri+129+Bunu/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d940db00715744f:0x1fddac48dd2780ea!8m2!3d-3.3762052!4d119.8018372!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11fk3xgylp?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQMW+MQQ, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tanete,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri 111 Pasaran,"https://www.google.com/maps/place/SD+Negeri+111+Pasaran/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412ce50ddc979:0x8439927129819c27!8m2!3d-3.4157992!4d119.7969881!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11hbgjgr5r?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GRF3+HWC, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Bamba Puang,Anggeraja,sekolah dasar,-3.4282081,119.6249339,Nur fitra,"https://www.google.com/maps/place/Nur+fitra/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94153a0e701941:0x404e11933908297b!8m2!3d-3.4760507!4d119.8047726!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11lrkfs_04?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQ5F+P8C, Unnamed Road, Siambo, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Siambo,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SDN 175 Cendana,"https://www.google.com/maps/place/SDN+175+Cendana/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946db8e254b67f:0xf214bb310f535f3c!8m2!3d-3.4406789!4d119.7732634!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11px9j_tz2?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRV3+96C, Tampo, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tampo,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SD Negeri 39 Cakke,"https://www.google.com/maps/place/SD+Negeri+39+Cakke/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9412b853812aa7:0x9efba9923b03aa32!8m2!3d-3.4065676!4d119.8030238!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11gdjkqwsr?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"GQMG+H55, Tindallun, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Tindallun,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SDN 76 KASAMBI,"https://www.google.com/maps/place/SDN+76+KASAMBI/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946b5996120ed9:0xcfc0f6280f08a8f0!8m2!3d-3.466118!4d119.7754899!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11c6wpjdq0?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HR8G+25F, Batu Noni, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Batu Noni,Anggeraja,sekolah dasar,-3.4282081,119.6249339,Sdn 59 Garotin Batunoni,"https://www.google.com/maps/place/Sdn+59+Garotin+Batunoni/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d9413c8f0c08fd1:0xcfeb9bde11b612c5!8m2!3d-3.4349424!4d119.8254134!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11fr500ktl?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HQ5C+7VC, Siambo, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752",Siambo,Anggeraja,sekolah dasar,-3.4282081,119.6249339,SMPN 5 ANGGERAJA,"https://www.google.com/maps/place/SMPN+5+ANGGERAJA/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d946cc6b635069d:0xc26e70ebc8ed7bc9!8m2!3d-3.441821!4d119.7721377!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgERZWxlbWVudGFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11gcqx5mfh?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
"HRRP+8GW cakke baraka, Jl. Poros, Tangru, Kec. Malua, Kabupaten Enrekang, Sulawesi Selatan 91752",Tangru,Malua,sekolah dasar,-3.4282081,119.6249339,SD Negeri 94 Balla,"https://www.google.com/maps/place/SD+Negeri+94+Balla/@-3.4282081,119.6249339,12z/data=!4m10!1m2!2m1!1ssekolah+dasar+di+kecamatan+Anggeraja+Kabupaten+Enrekang!3m6!1s0x2d94125f97550a51:0xc6fd8dc2bc272ee3!8m2!3d-3.409148!4d119.8363261!15sCjdzZWtvbGFoIGRhc2FyIGRpIGtlY2FtYXRhbiBBbmdnZXJhamEgS2FidXBhdGVuIEVucmVrYW5nkgEOcHJpbWFyeV9zY2hvb2yqAX4KCC9tLzA2emRqEAEqESINc2Vrb2xhaCBkYXNhcigmMiAQASIcayvx8CMbz_j-UhxhG8x0JbIBaZWr64j4ftE4UjI7EAIiN3Nla29sYWggZGFzYXIgZGkga2VjYW1hdGFuIGFuZ2dlcmFqYSBrYWJ1cGF0ZW4gZW5yZWthbmfgAQA!16s%2Fg%2F11cmcv1rq5?hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D"
